,type,time,entity_id,coordinates,trajectory_id
67,trajectory,,1077,"[104.04284, 30.69129]",26630
68,trajectory,,1077,"[104.04287, 30.69153]",26630
69,trajectory,,1077,"[104.0429, 30.69162]",26630
70,trajectory,,1077,"[104.04287, 30.69154]",26630
71,trajectory,,1077,"[104.04287, 30.69154]",26630
72,trajectory,,1077,"[104.04294, 30.69174]",26630
73,trajectory,,1077,"[104.04461, 30.69327]",26630
74,trajectory,,1077,"[104.04796, 30.6941]",26630
75,trajectory,,1077,"[104.0494, 30.6942]",26630
76,trajectory,,1077,"[104.0494, 30.6942]",26630
77,trajectory,,1077,"[104.05262, 30.69437]",26630
78,trajectory,,1077,"[104.05424, 30.69447]",26630
79,trajectory,,1077,"[104.05463, 30.69449]",26630
80,trajectory,,1077,"[104.05691, 30.69435]",26630
81,trajectory,,1077,"[104.05692, 30.6944]",26630
82,trajectory,,1077,"[104.0569, 30.69444]",26630
83,trajectory,,1077,"[104.05692, 30.69452]",26630
84,trajectory,,1077,"[104.05912, 30.69446]",26630
85,trajectory,,1077,"[104.06289, 30.69457]",26630
86,trajectory,,1077,"[104.06285, 30.69453]",26630
87,trajectory,,1077,"[104.06605, 30.69472]",26630
88,trajectory,,1077,"[104.06975, 30.69415]",26630
89,trajectory,,1077,"[104.07136, 30.69032]",26630
90,trajectory,,1077,"[104.07287, 30.69032]",26630
91,trajectory,,1077,"[104.07386, 30.69032]",26630
92,trajectory,2018-10-02T08:38:42Z,1077,"[104.11079, 30.65594]",26631
93,trajectory,,1077,"[104.11081, 30.65518]",26631
94,trajectory,,1077,"[104.11085, 30.65649]",26631
95,trajectory,,1077,"[104.10958, 30.65722]",26631
96,trajectory,,1077,"[104.10637, 30.65749]",26631
97,trajectory,,1077,"[104.10612, 30.65902]",26631
98,trajectory,,1077,"[104.10614, 30.65928]",26631
99,trajectory,,1077,"[104.1062, 30.66039]",26631
100,trajectory,,1077,"[104.10606, 30.66244]",26631
101,trajectory,,1077,"[104.10553, 30.66408]",26631
102,trajectory,,1077,"[104.10553, 30.66409]",26631
103,trajectory,,1077,"[104.10527, 30.66488]",26631
104,trajectory,,1077,"[104.10825, 30.66586]",26631
105,trajectory,,1077,"[104.10908, 30.66611]",26631
106,trajectory,,1077,"[104.11138, 30.66677]",26631
107,trajectory,,1077,"[104.11138, 30.66677]",26631
108,trajectory,,1077,"[104.11138, 30.66677]",26631
109,trajectory,,1077,"[104.1116, 30.66683]",26631
110,trajectory,,1077,"[104.11144, 30.66829]",26631
111,trajectory,,1077,"[104.11157, 30.66902]",26631
112,trajectory,,1077,"[104.11084, 30.67064]",26631
113,trajectory,,1077,"[104.10927, 30.67371]",26631
114,trajectory,,1077,"[104.10753, 30.67724]",26631
115,trajectory,,1077,"[104.10573, 30.68041]",26631
116,trajectory,,1077,"[104.1034, 30.68452]",26631
117,trajectory,,1077,"[104.09925, 30.6872]",26631
118,trajectory,,1077,"[104.0946, 30.68956]",26631
119,trajectory,,1077,"[104.09011, 30.69176]",26631
120,trajectory,,1077,"[104.0881, 30.69279]",26631
121,trajectory,,1077,"[104.08675, 30.69344]",26631
122,trajectory,,1077,"[104.08527, 30.69411]",26631
123,trajectory,,1077,"[104.0838, 30.69455]",26631
124,trajectory,,1077,"[104.08136, 30.69459]",26631
125,trajectory,,1077,"[104.07645, 30.69464]",26631
126,trajectory,,1077,"[104.07087, 30.69467]",26631
127,trajectory,,1077,"[104.0659, 30.69471]",26631
128,trajectory,,1077,"[104.06071, 30.69474]",26631
129,trajectory,,1077,"[104.05528, 30.69476]",26631
130,trajectory,,1077,"[104.04955, 30.69455]",26631
131,trajectory,,1077,"[104.04413, 30.69343]",26631
132,trajectory,2018-10-09T12:10:26Z,1077,"[104.11278, 30.67192]",26632
133,trajectory,,1077,"[104.11287, 30.67202]",26632
134,trajectory,,1077,"[104.11368, 30.66973]",26632
135,trajectory,,1077,"[104.11379, 30.66944]",26632
136,trajectory,,1077,"[104.11432, 30.66821]",26632
137,trajectory,,1077,"[104.11355, 30.6674]",26632
138,trajectory,,1077,"[104.11343, 30.66736]",26632
139,trajectory,,1077,"[104.11489, 30.66781]",26632
140,trajectory,,1077,"[104.11698, 30.66842]",26632
141,trajectory,,1077,"[104.11897, 30.66903]",26632
142,trajectory,,1077,"[104.1202, 30.66803]",26632
143,trajectory,,1077,"[104.12119, 30.66601]",26632
144,trajectory,,1077,"[104.1224, 30.665]",26632
145,trajectory,,1077,"[104.12281, 30.66426]",26632
146,trajectory,,1077,"[104.12398, 30.66365]",26632
147,trajectory,,1077,"[104.12508, 30.66282]",26632
148,trajectory,,1077,"[104.12528, 30.66264]",26632
149,trajectory,,1077,"[104.12531, 30.66261]",26632
150,trajectory,,1077,"[104.12692, 30.66101]",26632
151,trajectory,,1077,"[104.1269, 30.6586]",26632
152,trajectory,,1077,"[104.12723, 30.65822]",26632
153,trajectory,,1077,"[104.12814, 30.65717]",26632
154,trajectory,,1077,"[104.12861, 30.65633]",26632
155,trajectory,2018-10-06T05:02:55Z,1077,"[104.07297, 30.68557]",26633
156,trajectory,,1077,"[104.07282, 30.68386]",26633
157,trajectory,,1077,"[104.07268, 30.68301]",26633
158,trajectory,,1077,"[104.07262, 30.68291]",26633
159,trajectory,,1077,"[104.07217, 30.68041]",26633
160,trajectory,,1077,"[104.07208, 30.68006]",26633
161,trajectory,,1077,"[104.07208, 30.68006]",26633
162,trajectory,,1077,"[104.07211, 30.68008]",26633
163,trajectory,,1077,"[104.0718, 30.67831]",26633
164,trajectory,,1077,"[104.07139, 30.67756]",26633
165,trajectory,,1077,"[104.07026, 30.678]",26633
166,trajectory,,1077,"[104.07105, 30.67662]",26633
167,trajectory,,1077,"[104.0704, 30.67573]",26633
168,trajectory,,1077,"[104.06969, 30.6748]",26633
169,trajectory,,1077,"[104.06823, 30.67282]",26633
170,trajectory,,1077,"[104.06535, 30.6739]",26633
171,trajectory,2018-10-04T04:18:31Z,1077,"[104.0645, 30.68927]",26634
172,trajectory,,1077,"[104.06486, 30.68927]",26634
173,trajectory,,1077,"[104.06618, 30.68912]",26634
174,trajectory,,1077,"[104.06615, 30.68609]",26634
175,trajectory,,1077,"[104.06988, 30.68584]",26634
176,trajectory,,1077,"[104.07272, 30.68582]",26634
177,trajectory,,1077,"[104.07331, 30.68671]",26634
178,trajectory,,1077,"[104.07331, 30.68899]",26634
179,trajectory,,1077,"[104.07357, 30.69023]",26634
180,trajectory,,1077,"[104.07585, 30.6903]",26634
181,trajectory,,1077,"[104.07661, 30.69029]",26634
182,trajectory,,1077,"[104.07665, 30.69029]",26634
183,trajectory,,1077,"[104.07674, 30.69029]",26634
184,trajectory,,1077,"[104.07657, 30.69029]",26634
185,trajectory,,1077,"[104.07531, 30.6903]",26634
186,trajectory,,1077,"[104.07341, 30.69072]",26634
187,trajectory,,1077,"[104.07349, 30.69362]",26634
188,trajectory,,1077,"[104.07355, 30.69365]",26634
189,trajectory,,1077,"[104.07347, 30.69372]",26634
190,trajectory,,1077,"[104.07292, 30.69468]",26634
191,trajectory,,1077,"[104.07076, 30.69482]",26634
192,trajectory,,1077,"[104.0692, 30.69468]",26634
193,trajectory,,1077,"[104.0651, 30.69474]",26634
194,trajectory,,1077,"[104.06329, 30.69503]",26634
195,trajectory,,1077,"[104.05956, 30.6948]",26634
196,trajectory,,1077,"[104.05668, 30.6949]",26634
197,trajectory,,1077,"[104.05484, 30.69472]",26634
198,trajectory,,1077,"[104.05331, 30.69476]",26634
199,trajectory,,1077,"[104.0505, 30.69461]",26634
200,trajectory,,1077,"[104.0503, 30.6946]",26634
201,trajectory,,1077,"[104.04743, 30.69451]",26634
202,trajectory,,1077,"[104.04415, 30.69355]",26634
203,trajectory,2018-10-09T11:51:32Z,1077,"[104.09795, 30.65414]",26635
204,trajectory,,1077,"[104.09791, 30.65415]",26635
205,trajectory,,1077,"[104.09791, 30.65415]",26635
206,trajectory,,1077,"[104.09791, 30.65415]",26635
207,trajectory,,1077,"[104.09664, 30.65472]",26635
208,trajectory,,1077,"[104.0941, 30.65592]",26635
209,trajectory,,1077,"[104.092, 30.6569]",26635
210,trajectory,,1077,"[104.09293, 30.65835]",26635
211,trajectory,,1077,"[104.09389, 30.65965]",26635
212,trajectory,,1077,"[104.09391, 30.6597]",26635
213,trajectory,,1077,"[104.09391, 30.6597]",26635
214,trajectory,,1077,"[104.09422, 30.66017]",26635
215,trajectory,,1077,"[104.09735, 30.65886]",26635
216,trajectory,,1077,"[104.10005, 30.65758]",26635
217,trajectory,,1077,"[104.10009, 30.65756]",26635
218,trajectory,,1077,"[104.10052, 30.65736]",26635
219,trajectory,,1077,"[104.10063, 30.6573]",26635
220,trajectory,,1077,"[104.10125, 30.65812]",26635
221,trajectory,,1077,"[104.10154, 30.65859]",26635
222,trajectory,,1077,"[104.10249, 30.66137]",26635
223,trajectory,,1077,"[104.1045, 30.66181]",26635
224,trajectory,,1077,"[104.10582, 30.66322]",26635
225,trajectory,,1077,"[104.10531, 30.66476]",26635
226,trajectory,,1077,"[104.10673, 30.66541]",26635
227,trajectory,,1077,"[104.10889, 30.66599]",26635
228,trajectory,,1077,"[104.11132, 30.66672]",26635
229,trajectory,,1077,"[104.11129, 30.66664]",26635
230,trajectory,,1077,"[104.11131, 30.66665]",26635
231,trajectory,,1077,"[104.11296, 30.66721]",26635
232,trajectory,,1077,"[104.11364, 30.66743]",26635
233,trajectory,,1077,"[104.11413, 30.66758]",26635
234,trajectory,,1077,"[104.11415, 30.66861]",26635
235,trajectory,,1077,"[104.11357, 30.67001]",26635
236,trajectory,,1077,"[104.11298, 30.67142]",26635
237,trajectory,2018-10-06T05:11:07Z,1077,"[104.0633, 30.67487]",26636
238,trajectory,,1077,"[104.06114, 30.67584]",26636
239,trajectory,,1077,"[104.06109, 30.67586]",26636
240,trajectory,,1077,"[104.06059, 30.67608]",26636
241,trajectory,,1077,"[104.06059, 30.67608]",26636
242,trajectory,,1077,"[104.06054, 30.6761]",26636
243,trajectory,,1077,"[104.05859, 30.67383]",26636
244,trajectory,,1077,"[104.05809, 30.67316]",26636
245,trajectory,,1077,"[104.05799, 30.67302]",26636
246,trajectory,,1077,"[104.05791, 30.6729]",26636
247,trajectory,,1077,"[104.0579, 30.67289]",26636
248,trajectory,,1077,"[104.05812, 30.67254]",26636
249,trajectory,,1077,"[104.05807, 30.67257]",26636
250,trajectory,,1077,"[104.05811, 30.67255]",26636
251,trajectory,,1077,"[104.05878, 30.67226]",26636
252,trajectory,,1077,"[104.05984, 30.67178]",26636
253,trajectory,,1077,"[104.05993, 30.67174]",26636
254,trajectory,,1077,"[104.06, 30.67171]",26636
255,trajectory,,1077,"[104.0628, 30.67032]",26636
256,trajectory,,1077,"[104.0633, 30.67008]",26636
257,trajectory,,1077,"[104.06496, 30.6692]",26636
258,trajectory,,1077,"[104.06497, 30.66925]",26636
259,trajectory,,1077,"[104.06501, 30.66923]",26636
260,trajectory,,1077,"[104.06504, 30.66922]",26636
261,trajectory,,1077,"[104.06509, 30.66919]",26636
262,trajectory,,1077,"[104.06506, 30.66921]",26636
263,trajectory,,1077,"[104.06645, 30.67031]",26636
264,trajectory,,1077,"[104.06648, 30.67035]",26636
265,trajectory,,1077,"[104.06776, 30.67208]",26636
266,trajectory,,1077,"[104.06917, 30.67397]",26636
267,trajectory,,1077,"[104.07093, 30.67632]",26636
268,trajectory,,1077,"[104.07156, 30.67717]",26636
269,trajectory,,1077,"[104.07156, 30.67718]",26636
270,trajectory,,1077,"[104.07155, 30.67717]",26636
271,trajectory,,1077,"[104.07195, 30.67815]",26636
272,trajectory,,1077,"[104.07253, 30.68188]",26636
273,trajectory,,1077,"[104.0729, 30.68408]",26636
274,trajectory,,1077,"[104.07408, 30.68562]",26636
275,trajectory,,1077,"[104.07836, 30.68405]",26636
276,trajectory,,1077,"[104.08004, 30.68651]",26636
277,trajectory,,1077,"[104.08113, 30.69045]",26636
278,trajectory,,1077,"[104.08142, 30.6948]",26636
279,trajectory,,1077,"[104.08161, 30.69783]",26636
280,trajectory,,1077,"[104.08066, 30.70299]",26636
281,trajectory,,1077,"[104.07881, 30.70844]",26636
282,trajectory,,1077,"[104.07471, 30.71213]",26636
283,trajectory,,1077,"[104.07408, 30.71715]",26636
284,trajectory,,1077,"[104.07484, 30.72114]",26636
285,trajectory,,1077,"[104.0762, 30.72289]",26636
286,trajectory,,1077,"[104.07905, 30.72218]",26636
287,trajectory,,1077,"[104.08311, 30.72081]",26636
288,trajectory,,1077,"[104.08678, 30.71994]",26636
289,trajectory,,1077,"[104.09055, 30.71945]",26636
290,trajectory,,1077,"[104.09466, 30.71916]",26636
291,trajectory,,1077,"[104.09985, 30.71896]",26636
292,trajectory,,1077,"[104.10418, 30.7187]",26636
293,trajectory,,1077,"[104.10637, 30.71916]",26636
294,trajectory,,1077,"[104.10676, 30.72224]",26636
295,trajectory,,1077,"[104.10804, 30.72498]",26636
296,trajectory,,1077,"[104.11137, 30.72452]",26636
297,trajectory,,1077,"[104.11613, 30.72332]",26636
298,trajectory,,1077,"[104.12012, 30.72283]",26636
299,trajectory,,1077,"[104.12372, 30.72256]",26636
300,trajectory,,1077,"[104.12648, 30.72226]",26636
301,trajectory,2018-10-08T10:48:47Z,1077,"[104.07346, 30.68804]",26637
302,trajectory,,1077,"[104.07428, 30.68815]",26637
303,trajectory,,1077,"[104.07559, 30.68816]",26637
304,trajectory,,1077,"[104.07672, 30.68763]",26637
305,trajectory,,1077,"[104.07597, 30.68553]",26637
306,trajectory,,1077,"[104.07426, 30.68565]",26637
307,trajectory,,1077,"[104.07378, 30.68581]",26637
308,trajectory,,1077,"[104.07378, 30.68581]",26637
309,trajectory,,1077,"[104.0733, 30.68589]",26637
310,trajectory,,1077,"[104.07329, 30.68589]",26637
311,trajectory,,1077,"[104.07327, 30.68589]",26637
312,trajectory,,1077,"[104.0727, 30.68315]",26637
313,trajectory,,1077,"[104.07221, 30.68026]",26637
314,trajectory,,1077,"[104.07216, 30.67984]",26637
315,trajectory,,1077,"[104.07248, 30.67959]",26637
316,trajectory,,1077,"[104.07298, 30.67936]",26637
317,trajectory,,1077,"[104.07195, 30.6791]",26637
318,trajectory,,1077,"[104.07179, 30.67813]",26637
319,trajectory,,1077,"[104.07146, 30.6772]",26637
320,trajectory,,1077,"[104.06987, 30.67505]",26637
321,trajectory,,1077,"[104.06838, 30.67302]",26637
322,trajectory,,1077,"[104.06837, 30.67301]",26637
323,trajectory,,1077,"[104.06837, 30.67301]",26637
324,trajectory,,1077,"[104.06837, 30.67301]",26637
325,trajectory,,1077,"[104.06698, 30.67118]",26637
326,trajectory,,1077,"[104.06572, 30.66945]",26637
327,trajectory,,1077,"[104.06573, 30.66947]",26637
328,trajectory,,1077,"[104.06562, 30.66932]",26637
329,trajectory,,1077,"[104.0659, 30.66917]",26637
330,trajectory,,1077,"[104.06588, 30.66913]",26637
331,trajectory,,1077,"[104.06556, 30.66663]",26637
332,trajectory,,1077,"[104.06563, 30.66392]",26637
333,trajectory,,1077,"[104.06494, 30.66112]",26637
334,trajectory,,1077,"[104.06426, 30.65886]",26637
335,trajectory,,1077,"[104.0643, 30.65757]",26637
336,trajectory,,1077,"[104.0643, 30.65664]",26637
337,trajectory,,1077,"[104.06496, 30.65637]",26637
338,trajectory,,1077,"[104.06591, 30.65435]",26637
339,trajectory,,1077,"[104.06592, 30.65318]",26637
340,trajectory,,1077,"[104.06592, 30.65318]",26637
341,trajectory,2018-10-04T04:06:01Z,1077,"[104.0426, 30.69229]",26638
342,trajectory,,1077,"[104.04616, 30.69386]",26638
343,trajectory,,1077,"[104.04933, 30.6942]",26638
344,trajectory,,1077,"[104.04929, 30.69423]",26638
345,trajectory,,1077,"[104.04933, 30.69424]",26638
346,trajectory,,1077,"[104.05257, 30.69434]",26638
347,trajectory,,1077,"[104.05655, 30.69452]",26638
348,trajectory,,1077,"[104.05733, 30.694]",26638
349,trajectory,,1077,"[104.05726, 30.69221]",26638
350,trajectory,,1077,"[104.05709, 30.68957]",26638
351,trajectory,,1077,"[104.05709, 30.68956]",26638
352,trajectory,,1077,"[104.05808, 30.68732]",26638
353,trajectory,,1077,"[104.05887, 30.68625]",26638
354,trajectory,,1077,"[104.05888, 30.68624]",26638
355,trajectory,,1077,"[104.05889, 30.68619]",26638
356,trajectory,,1077,"[104.06084, 30.68588]",26638
357,trajectory,,1077,"[104.06509, 30.68585]",26638
358,trajectory,,1077,"[104.06605, 30.68442]",26638
359,trajectory,,1077,"[104.06622, 30.68546]",26638
360,trajectory,,1077,"[104.06622, 30.68546]",26638
361,trajectory,,1077,"[104.06622, 30.68547]",26638
362,trajectory,,1077,"[104.06553, 30.68596]",26638
363,trajectory,,1077,"[104.06309, 30.68641]",26638
364,trajectory,,1077,"[104.06307, 30.68819]",26638
365,trajectory,,1077,"[104.06336, 30.68928]",26638
366,trajectory,2018-10-06T12:04:14Z,1077,"[104.08475, 30.65738]",26639
367,trajectory,,1077,"[104.08475, 30.6574]",26639
368,trajectory,,1077,"[104.08452, 30.6569]",26639
369,trajectory,,1077,"[104.08422, 30.65653]",26639
370,trajectory,,1077,"[104.08413, 30.65645]",26639
371,trajectory,,1077,"[104.08412, 30.65645]",26639
372,trajectory,,1077,"[104.08409, 30.65644]",26639
373,trajectory,,1077,"[104.08404, 30.65637]",26639
374,trajectory,,1077,"[104.0832, 30.65527]",26639
375,trajectory,,1077,"[104.08213, 30.6538]",26639
376,trajectory,,1077,"[104.08171, 30.65315]",26639
377,trajectory,,1077,"[104.08169, 30.65312]",26639
378,trajectory,,1077,"[104.07885, 30.65284]",26639
379,trajectory,,1077,"[104.07896, 30.65299]",26639
380,trajectory,,1077,"[104.07939, 30.65357]",26639
381,trajectory,,1077,"[104.07902, 30.65361]",26639
382,trajectory,,1077,"[104.079, 30.65357]",26639
383,trajectory,,1077,"[104.07868, 30.65311]",26639
384,trajectory,,1077,"[104.07864, 30.65306]",26639
385,trajectory,,1077,"[104.07861, 30.65301]",26639
386,trajectory,,1077,"[104.07861, 30.65301]",26639
387,trajectory,,1077,"[104.07861, 30.65302]",26639
388,trajectory,,1077,"[104.07859, 30.65298]",26639
389,trajectory,2018-10-06T06:30:13Z,1077,"[104.12517, 30.72251]",26640
390,trajectory,,1077,"[104.11946, 30.72291]",26640
391,trajectory,,1077,"[104.11567, 30.72351]",26640
392,trajectory,,1077,"[104.11567, 30.72351]",26640
393,trajectory,,1077,"[104.11409, 30.72389]",26640
394,trajectory,,1077,"[104.10957, 30.72503]",26640
395,trajectory,,1077,"[104.10875, 30.72524]",26640
396,trajectory,2018-10-07T07:13:17Z,1077,"[104.08066, 30.66871]",26641
397,trajectory,,1077,"[104.08073, 30.66864]",26641
398,trajectory,,1077,"[104.08053, 30.66876]",26641
399,trajectory,,1077,"[104.08126, 30.67013]",26641
400,trajectory,,1077,"[104.08115, 30.66998]",26641
401,trajectory,,1077,"[104.08115, 30.66998]",26641
402,trajectory,,1077,"[104.08143, 30.67036]",26641
403,trajectory,,1077,"[104.08364, 30.67231]",26641
404,trajectory,,1077,"[104.08385, 30.67244]",26641
405,trajectory,,1077,"[104.08505, 30.67393]",26641
406,trajectory,,1077,"[104.08574, 30.675]",26641
407,trajectory,,1077,"[104.08579, 30.67507]",26641
408,trajectory,,1077,"[104.08624, 30.67577]",26641
409,trajectory,,1077,"[104.0881, 30.67528]",26641
410,trajectory,,1077,"[104.08989, 30.67437]",26641
411,trajectory,,1077,"[104.09097, 30.67379]",26641
412,trajectory,,1077,"[104.09128, 30.67226]",26641
413,trajectory,,1077,"[104.09044, 30.67115]",26641
414,trajectory,,1077,"[104.09006, 30.67065]",26641
415,trajectory,,1077,"[104.08777, 30.66702]",26641
416,trajectory,,1077,"[104.08684, 30.66553]",26641
417,trajectory,,1077,"[104.0859, 30.6641]",26641
418,trajectory,,1077,"[104.08549, 30.66319]",26641
419,trajectory,,1077,"[104.08548, 30.66319]",26641
420,trajectory,,1077,"[104.08532, 30.66329]",26641
421,trajectory,,1077,"[104.08463, 30.66204]",26641
422,trajectory,,1077,"[104.08456, 30.66192]",26641
423,trajectory,,1077,"[104.08456, 30.66192]",26641
424,trajectory,,1077,"[104.08457, 30.66194]",26641
425,trajectory,,1077,"[104.08363, 30.66046]",26641
426,trajectory,,1077,"[104.08191, 30.65765]",26641
427,trajectory,,1077,"[104.0801, 30.65482]",26641
428,trajectory,2018-10-06T04:54:43Z,1077,"[104.05971, 30.67937]",26642
429,trajectory,,1077,"[104.05973, 30.67935]",26642
430,trajectory,,1077,"[104.05979, 30.67943]",26642
431,trajectory,,1077,"[104.06054, 30.68004]",26642
432,trajectory,,1077,"[104.06028, 30.68051]",26642
433,trajectory,,1077,"[104.06107, 30.68118]",26642
434,trajectory,,1077,"[104.06126, 30.68124]",26642
435,trajectory,,1077,"[104.0614, 30.68149]",26642
436,trajectory,,1077,"[104.06075, 30.6829]",26642
437,trajectory,,1077,"[104.0601, 30.68496]",26642
438,trajectory,,1077,"[104.06208, 30.68588]",26642
439,trajectory,,1077,"[104.06569, 30.68585]",26642
440,trajectory,,1077,"[104.06925, 30.68584]",26642
441,trajectory,,1077,"[104.07156, 30.68584]",26642
442,trajectory,,1077,"[104.07209, 30.68584]",26642
443,trajectory,,1077,"[104.07302, 30.68574]",26642
444,trajectory,2018-10-06T06:38:07Z,1077,"[104.10685, 30.72326]",26643
445,trajectory,,1077,"[104.10632, 30.72169]",26643
446,trajectory,,1077,"[104.10552, 30.71976]",26643
447,trajectory,,1077,"[104.10527, 30.7196]",26643
448,trajectory,,1077,"[104.10637, 30.7209]",26643
449,trajectory,,1077,"[104.10768, 30.72429]",26643
450,trajectory,,1077,"[104.10827, 30.72549]",26643
451,trajectory,,1077,"[104.10828, 30.72567]",26643
452,trajectory,,1077,"[104.10829, 30.72577]",26643
453,trajectory,,1077,"[104.1083, 30.72581]",26643
454,trajectory,,1077,"[104.10831, 30.72584]",26643
455,trajectory,,1077,"[104.10755, 30.72461]",26643
456,trajectory,,1077,"[104.10566, 30.71957]",26643
457,trajectory,,1077,"[104.10387, 30.71521]",26643
458,trajectory,,1077,"[104.10347, 30.71447]",26643
459,trajectory,,1077,"[104.10337, 30.71425]",26643
460,trajectory,,1077,"[104.1025, 30.71221]",26643
461,trajectory,,1077,"[104.10195, 30.71115]",26643
462,trajectory,,1077,"[104.10099, 30.70957]",26643
463,trajectory,,1077,"[104.1001, 30.70837]",26643
464,trajectory,,1077,"[104.09988, 30.70792]",26643
465,trajectory,,1077,"[104.09992, 30.70794]",26643
466,trajectory,,1077,"[104.09993, 30.70808]",26643
467,trajectory,,1077,"[104.09956, 30.70742]",26643
468,trajectory,,1077,"[104.10133, 30.70513]",26643
469,trajectory,,1077,"[104.10205, 30.70388]",26643
470,trajectory,,1077,"[104.10244, 30.70326]",26643
471,trajectory,,1077,"[104.10369, 30.70085]",26643
472,trajectory,,1077,"[104.10402, 30.70045]",26643
473,trajectory,,1077,"[104.10444, 30.69985]",26643
474,trajectory,,1077,"[104.1053, 30.69858]",26643
475,trajectory,,1077,"[104.10648, 30.69669]",26643
476,trajectory,,1077,"[104.10672, 30.69634]",26643
477,trajectory,,1077,"[104.10675, 30.69627]",26643
478,trajectory,,1077,"[104.10721, 30.69561]",26643
479,trajectory,,1077,"[104.10802, 30.69392]",26643
480,trajectory,,1077,"[104.10797, 30.69358]",26643
481,trajectory,,1077,"[104.10774, 30.69297]",26643
482,trajectory,,1077,"[104.10699, 30.69202]",26643
483,trajectory,,1077,"[104.10641, 30.69129]",26643
484,trajectory,,1077,"[104.10626, 30.69104]",26643
485,trajectory,,1077,"[104.10607, 30.69081]",26643
486,trajectory,,1077,"[104.10482, 30.68923]",26643
487,trajectory,,1077,"[104.10465, 30.68899]",26643
488,trajectory,,1077,"[104.10371, 30.68784]",26643
489,trajectory,,1077,"[104.1026, 30.68645]",26643
